output_dir,output_filename,travel_cost,conquer_cost,cost,
outputs-dijsktra-greedy,429.out,3094.0,766.0,3860.0,
outputs-dijsktra-greedy,43.out,285106.174,719109.1880000001,1004215.3620000001,
outputs-dijsktra-greedy,430.out,624.0,32.0,656.0,
outputs-dijsktra-greedy,431.out,86.0,43.0,129.0,
outputs-dijsktra-greedy,432.out,31.825940000000003,9.0,40.82594,
outputs-dijsktra-greedy,433.out,44.69164000000001,19.0,63.69164000000001,
outputs-dijsktra-greedy,434.out,45.912240000000004,70.0,115.91224,
outputs-dijsktra-greedy,435.out,72.0,72.0,144.0,
outputs-dijsktra-greedy,436.out,72.0,72.0,144.0,
outputs-dijsktra-greedy,437.out,40.0,40.0,80.0,
outputs-dijsktra-greedy,438.out,1193.0964,251266.05909999998,252459.1555,
outputs-dijsktra-greedy,439.out,1748.8664000000003,272971.27849999996,274720.14489999996,
outputs-dijsktra-greedy,44.out,133566.92600000004,246308.083,379875.0090000001,
outputs-dijsktra-greedy,440.out,1538.7874000000002,385089.2356,386628.023,
outputs-dijsktra-greedy,441.out,33466.45200000001,10776.879999999997,44243.33200000001,
outputs-dijsktra-greedy,442.out,75248.778,27190.965,102439.743,
outputs-dijsktra-greedy,443.out,74.0,25.0,99.0,
outputs-dijsktra-greedy,444.out,84.0,22.0,106.0,
outputs-dijsktra-greedy,445.out,214.0,54.0,268.0,
outputs-dijsktra-greedy,446.out,48.0,15.0,63.0,
outputs-dijsktra-greedy,447.out,2206.0,1582.0,3788.0,
outputs-dijsktra-greedy,448.out,3762.0,3393.0,7155.0,
outputs-dijsktra-greedy,449.out,958.0,751.0,1709.0,
outputs-dijsktra-greedy,45.out,359.4000000000002,519.5000000000003,878.9000000000005,
outputs-dijsktra-greedy,450.out,220.0,23.0,243.0,
outputs-dijsktra-greedy,451.out,252.0,50.0,302.0,
outputs-dijsktra-greedy,452.out,120.0,38.0,158.0,
outputs-dijsktra-greedy,453.out,51.8768,40.36288,92.23967999999999,
outputs-dijsktra-greedy,454.out,75.81574,41.881420000000006,117.69716000000001,
outputs-dijsktra-greedy,455.out,112.33799999999998,38.985,151.32299999999998,
outputs-dijsktra-greedy,456.out,178.0,270.0,448.0,
outputs-dijsktra-greedy,457.out,362.0,546.0,908.0,
outputs-dijsktra-greedy,458.out,82.0,126.0,208.0,
outputs-dijsktra-greedy,459.out,2843.984,1321.7749999999999,4165.759,
outputs-dijsktra-greedy,46.out,903.2,1054.100000000001,1957.300000000001,
outputs-dijsktra-greedy,460.out,3961.8300000000027,1751.8890000000004,5713.719000000003,
outputs-dijsktra-greedy,461.out,1404.6339999999993,527.441,1932.0749999999994,
outputs-dijsktra-greedy,462.out,111512800.0,1483832416.0,1595345216.0,
outputs-dijsktra-greedy,463.out,294148800.0,502356715.0,796505515.0,
outputs-dijsktra-greedy,464.out,79296460.0,2482889296.0,2562185756.0,
outputs-dijsktra-greedy,465.out,20.0,101.0,121.0,
outputs-dijsktra-greedy,466.out,20.0,101.0,121.0,
outputs-dijsktra-greedy,467.out,20.0,101.0,121.0,
outputs-dijsktra-greedy,468.out,320.0,172.0,492.0,
outputs-dijsktra-greedy,469.out,644.0,359.0,1003.0,
outputs-dijsktra-greedy,47.out,171.40000000000003,267.29999999999995,438.7,
outputs-dijsktra-greedy,470.out,186.0,102.0,288.0,
outputs-dijsktra-greedy,471.out,2352.0000000000273,942.0,3294.0000000000273,
outputs-dijsktra-greedy,472.out,4722.000000000047,2020.0,6742.000000000047,
outputs-dijsktra-greedy,473.out,1356.000000000016,600.0,1956.000000000016,
outputs-dijsktra-greedy,474.out,38.0,13.0,51.0,
outputs-dijsktra-greedy,475.out,20.0,13.0,33.0,
outputs-dijsktra-greedy,476.out,24.0,8.0,32.0,
outputs-dijsktra-greedy,477.out,21478.0,5521.0,26999.0,
outputs-dijsktra-greedy,478.out,43424.0,8242.0,51666.0,
outputs-dijsktra-greedy,479.out,9348.0,2845.0,12193.0,
outputs-dijsktra-greedy,48.out,680.0,41.0,721.0,
outputs-dijsktra-greedy,480.out,1866.0,3455.0,5321.0,
outputs-dijsktra-greedy,481.out,2366.0,4312.0,6678.0,
outputs-dijsktra-greedy,482.out,3134.0,194.0,3328.0,
outputs-dijsktra-greedy,483.out,1305554.0,702001.0,2007555.0,
outputs-dijsktra-greedy,484.out,2415870.0,1252627.0,3668497.0,
outputs-dijsktra-greedy,485.out,1007648.0,552615.0,1560263.0,
outputs-dijsktra-greedy,486.out,342.0,360.0,702.0,
outputs-dijsktra-greedy,487.out,726.0,492.0,1218.0,
outputs-dijsktra-greedy,488.out,426.0,330.0,756.0,
outputs-dijsktra-greedy,489.out,39588.0,9961.0,49549.0,
outputs-dijsktra-greedy,49.out,1360.0,81.0,1441.0,
outputs-dijsktra-greedy,490.out,98552.0,20210.0,118762.0,
outputs-dijsktra-greedy,491.out,12070.0,3332.0,15402.0,
outputs-dijsktra-greedy,492.out,132.0,1683.0,1815.0,
outputs-dijsktra-greedy,493.out,264.0,6667.0,6931.0,
outputs-dijsktra-greedy,494.out,64.0,417.0,481.0,
outputs-dijsktra-greedy,495.out,38337.409680000026,27016.947410000004,65354.357090000034,
outputs-dijsktra-greedy,496.out,68959.01271999998,56617.475,125576.48771999998,
outputs-dijsktra-greedy,497.out,20556.742779999993,21315.03918,41871.78195999999,
outputs-dijsktra-greedy,498.out,556.0,170.0,726.0,
outputs-dijsktra-greedy,499.out,1499428.5732000074,402285.71486999997,1901714.2880700075,
outputs-dijsktra-greedy,5.out,1762.6000000000001,48.66,1811.2600000000002,
outputs-dijsktra-greedy,50.out,330.0,20.0,350.0,
outputs-dijsktra-greedy,500.out,112.0,50.0,162.0,
outputs-dijsktra-greedy,501.out,1710.0,840.0,2550.0,
outputs-dijsktra-greedy,502.out,3510.0,1740.0,5250.0,
outputs-dijsktra-greedy,503.out,810.0,390.0,1200.0,
outputs-dijsktra-greedy,504.out,116.0,40.0,156.0,
outputs-dijsktra-greedy,505.out,116.0,40.0,156.0,
outputs-dijsktra-greedy,506.out,116.0,40.0,156.0,
outputs-dijsktra-greedy,507.out,108.82839999999999,36.0,144.8284,
outputs-dijsktra-greedy,508.out,188.0,65.0,253.0,
outputs-dijsktra-greedy,509.out,72.0,22.0,94.0,
outputs-dijsktra-greedy,51.out,190.0,96.00999999999999,286.01,
outputs-dijsktra-greedy,510.out,1901071873.0548592,2500146666.60635,4401218539.661209,
outputs-dijsktra-greedy,511.out,1901053780.8962426,2500118298.96425,4401172079.860493,
outputs-dijsktra-greedy,512.out,1901036887.7755609,2500120292.54755,4401157180.323111,
outputs-dijsktra-greedy,513.out,848.0,587.0,1435.0,
outputs-dijsktra-greedy,514.out,1066.0,754.0,1820.0,
outputs-dijsktra-greedy,515.out,1002.0,698.0,1700.0,
outputs-dijsktra-greedy,516.out,718.0,2012424.0,2013142.0,
outputs-dijsktra-greedy,517.out,1438.0,4024848.0,4026286.0,
outputs-dijsktra-greedy,518.out,358.0,1113.0,1471.0,
outputs-dijsktra-greedy,519.out,257.0,92.0,349.0,
outputs-dijsktra-greedy,52.out,196.0,99.00999999999999,295.01,
outputs-dijsktra-greedy,520.out,416.0,182.0,598.0,
outputs-dijsktra-greedy,522.out,68.0,52.0,120.0,
outputs-dijsktra-greedy,523.out,64.0,34.0,98.0,
outputs-dijsktra-greedy,524.out,44.0,34.0,78.0,
outputs-dijsktra-greedy,525.out,10.0,6.0,16.0,
outputs-dijsktra-greedy,526.out,8.0,6.0,14.0,
outputs-dijsktra-greedy,527.out,4.0,3.0,7.0,
outputs-dijsktra-greedy,528.out,0,1.0,1.0,
outputs-dijsktra-greedy,529.out,0,1.0,1.0,
outputs-dijsktra-greedy,53.out,2.0,2.0,4.0,
outputs-dijsktra-greedy,530.out,320.0,189.0,509.0,
outputs-dijsktra-greedy,531.out,2016.1279999999997,4.6296,2020.7575999999997,
outputs-dijsktra-greedy,532.out,3416.409400000001,18.0482,3434.457600000001,
outputs-dijsktra-greedy,533.out,2613.126399999999,3.7632,2616.889599999999,
outputs-dijsktra-greedy,534.out,100118.0,17675.0,117793.0,
outputs-dijsktra-greedy,535.out,110664.0,13967.0,124631.0,
outputs-dijsktra-greedy,536.out,101690.0,25869.0,127559.0,
outputs-dijsktra-greedy,537.out,11682.0,2946.0,14628.0,
outputs-dijsktra-greedy,538.out,10646.0,3634.0,14280.0,
outputs-dijsktra-greedy,539.out,9862.0,2992.0,12854.0,
outputs-dijsktra-greedy,54.out,240.0,202.0,442.0,
outputs-dijsktra-greedy,540.out,432.0,1337.0,1769.0,
outputs-dijsktra-greedy,541.out,512.0,1505.0,2017.0,
outputs-dijsktra-greedy,542.out,128.0,125.0,253.0,
outputs-dijsktra-greedy,543.out,132.0,46.0,178.0,
outputs-dijsktra-greedy,544.out,132.0,46.0,178.0,
outputs-dijsktra-greedy,545.out,42.0,15.0,57.0,
outputs-dijsktra-greedy,546.out,166.0,72.0,238.0,
outputs-dijsktra-greedy,547.out,236.0,141.0,377.0,
outputs-dijsktra-greedy,548.out,96.0,38.0,134.0,
outputs-dijsktra-greedy,549.out,190.0,112.0,302.0,
outputs-dijsktra-greedy,55.out,280.0,402.0,682.0,
outputs-dijsktra-greedy,550.out,177296880.0,349447906.43546003,526744786.43546003,
outputs-dijsktra-greedy,551.out,246033696.0,318001952.5101,564035648.5101,
outputs-dijsktra-greedy,552.out,556.0,309.0,865.0,
outputs-dijsktra-greedy,553.out,1254.0,547.0,1801.0,
outputs-dijsktra-greedy,554.out,320.0,189.0,509.0,
outputs-dijsktra-greedy,555.out,506.00139999999976,320.0,826.0013999999998,
outputs-dijsktra-greedy,556.out,712.0017999999997,470.0,1182.0017999999995,
outputs-dijsktra-greedy,557.out,120.0006,62.0,182.00060000000002,
outputs-dijsktra-greedy,558.out,169.6,160.0,329.6,
outputs-dijsktra-greedy,559.out,358.0,275.0,633.0,
outputs-dijsktra-greedy,56.out,220.0,102.0,322.0,
outputs-dijsktra-greedy,560.out,64.0,33.0,97.0,
outputs-dijsktra-greedy,561.out,440000192.0,63001000.0,503001192.0,
outputs-dijsktra-greedy,562.out,916000396.0,131001000.0,1047001396.0,
outputs-dijsktra-greedy,563.out,216000096.0,31001000.0,247001096.0,
outputs-dijsktra-greedy,564.out,104.0,29.0,133.0,
outputs-dijsktra-greedy,565.out,146.0,27.0,173.0,
outputs-dijsktra-greedy,566.out,96.0,35.0,131.0,
outputs-dijsktra-greedy,567.out,3255.451480000002,1342.0,4597.4514800000015,
outputs-dijsktra-greedy,568.out,2543.154360000001,827.0,3370.154360000001,
outputs-dijsktra-greedy,569.out,747.3533600000003,1784.0,2531.35336,
outputs-dijsktra-greedy,57.out,314.0,186.0,500.0,
outputs-dijsktra-greedy,570.out,128.0,93.0,221.0,
outputs-dijsktra-greedy,571.out,14.0,7.0,21.0,
outputs-dijsktra-greedy,572.out,4.0,3.0,7.0,
outputs-dijsktra-greedy,573.out,4119.5405999999975,931121.9957,935241.5362999999,
outputs-dijsktra-greedy,574.out,5448.222599999999,2414113.0203,2419561.2429,
outputs-dijsktra-greedy,575.out,3753.201200000002,967005.1795999999,970758.3807999999,
outputs-dijsktra-greedy,576.out,610.3075200000001,110363.0,110973.30752,
outputs-dijsktra-greedy,577.out,170657.09624000013,58176.0,228833.09624000013,
outputs-dijsktra-greedy,578.out,185.56192000000004,408.0,593.5619200000001,
outputs-dijsktra-greedy,579.out,2620.0,647.0,3267.0,
outputs-dijsktra-greedy,58.out,630.0,372.0,1002.0,
outputs-dijsktra-greedy,580.out,5448.0,1321.0,6769.0,
outputs-dijsktra-greedy,581.out,2370.0,497.0,2867.0,
outputs-dijsktra-greedy,582.out,12208.0,4007.0,16215.0,
outputs-dijsktra-greedy,583.out,16902.0,4226.0,21128.0,
outputs-dijsktra-greedy,584.out,8066.0,3042.0,11108.0,
outputs-dijsktra-greedy,585.out,1160.0,711.98,1871.98,
outputs-dijsktra-greedy,586.out,1160.0,679.8799999999999,1839.8799999999999,
outputs-dijsktra-greedy,587.out,960.0,570.47,1530.47,
outputs-dijsktra-greedy,588.out,3348.1982599999997,988.0,4336.198259999999,
outputs-dijsktra-greedy,589.out,5587.055179999998,1327.0,6914.055179999998,
outputs-dijsktra-greedy,59.out,134.0,111.0,245.0,
outputs-dijsktra-greedy,590.out,835.70548,425.0,1260.70548,
outputs-dijsktra-greedy,591.out,8.0,500.0,508.0,
outputs-dijsktra-greedy,592.out,492.0,1030.0,1522.0,
outputs-dijsktra-greedy,593.out,828.0,317.0,1145.0,
outputs-dijsktra-greedy,594.out,0,38.0,38.0,
outputs-dijsktra-greedy,595.out,22.0,49.0,71.0,
outputs-dijsktra-greedy,596.out,0,91.0,91.0,
outputs-dijsktra-greedy,597.out,7490.0,1491.0,8981.0,
outputs-dijsktra-greedy,598.out,7490.0,1491.0,8981.0,
outputs-dijsktra-greedy,599.out,3062.0,627.0,3689.0,
outputs-dijsktra-greedy,6.out,7662032.568799998,358512.62379999994,8020545.192599998,
outputs-dijsktra-greedy,60.out,11020.0,3709.0,14729.0,
outputs-dijsktra-greedy,600.out,66288.0,95156.0,161444.0,
outputs-dijsktra-greedy,601.out,683.7058000000002,118.49300000000004,802.1988000000002,
outputs-dijsktra-greedy,602.out,1467.9316,796.8818,2264.8134,
outputs-dijsktra-greedy,603.out,90148338312.27165,54414040637.5541,144562378949.82574,
outputs-dijsktra-greedy,604.out,227581083104.72992,122130651792.7275,349711734897.4574,
outputs-dijsktra-greedy,605.out,43275456659.773544,20664772019.915306,63940228679.68885,
outputs-dijsktra-greedy,606.out,10004.0,104.0,10108.0,
outputs-dijsktra-greedy,607.out,26612781376.0,15654577270.0,42267358646.0,
outputs-dijsktra-greedy,608.out,84.0,110.0,194.0,
outputs-dijsktra-greedy,609.out,1462749766.0,18380860539.0,19843610305.0,
outputs-dijsktra-greedy,61.out,21456.0,7830.0,29286.0,
outputs-dijsktra-greedy,610.out,1179478720.0,12616685018.0,13796163738.0,
outputs-dijsktra-greedy,611.out,133117130.0,165723786.0,298840916.0,
outputs-dijsktra-greedy,612.out,27306.0,11224.0,38530.0,
outputs-dijsktra-greedy,613.out,45626.0,13176.0,58802.0,
outputs-dijsktra-greedy,614.out,8000.0,3076.0,11076.0,
outputs-dijsktra-greedy,615.out,296.0,160.0,456.0,
outputs-dijsktra-greedy,616.out,128.0,6000000051.0,6000000179.0,
outputs-dijsktra-greedy,617.out,186.0,168.0,354.0,
outputs-dijsktra-greedy,618.out,250.0,144.0,394.0,
outputs-dijsktra-greedy,619.out,314.0,102.0,416.0,
outputs-dijsktra-greedy,62.out,5234.0,1665.0,6899.0,
outputs-dijsktra-greedy,620.out,212.0,105.0,317.0,
outputs-dijsktra-greedy,621.out,858.0,875.0,1733.0,
outputs-dijsktra-greedy,622.out,858.0,875.0,1733.0,
outputs-dijsktra-greedy,623.out,380.0,415.0,795.0,
outputs-dijsktra-greedy,624.out,150.0,90.0,240.0,
outputs-dijsktra-greedy,625.out,150.0,90.0,240.0,
outputs-dijsktra-greedy,626.out,38.0,67.0,105.0,
outputs-dijsktra-greedy,627.out,748.6009999999998,1399.0,2147.6009999999997,
outputs-dijsktra-greedy,628.out,635595.8000000011,144385.0,779980.8000000011,
outputs-dijsktra-greedy,629.out,136.28,164.0,300.28,
outputs-dijsktra-greedy,63.out,180.0,150.0,330.0,
outputs-dijsktra-greedy,630.out,148.0,69.0,217.0,
outputs-dijsktra-greedy,631.out,88.0,25.0,113.0,
outputs-dijsktra-greedy,632.out,86.0,28.0,114.0,
outputs-dijsktra-greedy,633.out,531808594.0,1040.0,531809634.0,
outputs-dijsktra-greedy,634.out,635333438.0,1402.0,635334840.0,
outputs-dijsktra-greedy,635.out,392761570.0,909.0,392762479.0,
outputs-dijsktra-greedy,636.out,6942.0,4227.0,11169.0,
outputs-dijsktra-greedy,637.out,13888.0,8454.0,22342.0,
outputs-dijsktra-greedy,638.out,100.0,22.0,122.0,
outputs-dijsktra-greedy,639.out,26.0,18.0,44.0,
outputs-dijsktra-greedy,64.out,380.0,300.0,680.0,
outputs-dijsktra-greedy,640.out,46.0,28.0,74.0,
outputs-dijsktra-greedy,641.out,8.0,3.0,11.0,
outputs-dijsktra-greedy,642.out,0,0.00988,0.00988,
outputs-dijsktra-greedy,643.out,0,0.00198,0.00198,
outputs-dijsktra-greedy,644.out,0,0.00862,0.00862,
outputs-dijsktra-greedy,645.out,12000003591.999802,2000000879.0,14000004470.999802,
outputs-dijsktra-greedy,646.out,7108.000400000001,1493.0001,8601.0005,
outputs-dijsktra-greedy,647.out,2398.0,321.0,2719.0,
outputs-dijsktra-greedy,648.out,7860.495199999999,4783.0233,12643.518499999998,
outputs-dijsktra-greedy,649.out,8255.083200000001,4736.7236,12991.806800000002,
outputs-dijsktra-greedy,65.out,80.0,75.0,155.0,
outputs-dijsktra-greedy,650.out,6590.626200000001,3877.9683999999997,10468.5946,
outputs-dijsktra-greedy,651.out,354.0,617.0,971.0,
outputs-dijsktra-greedy,652.out,600.0,1195.0,1795.0,
outputs-dijsktra-greedy,653.out,156.0,227.0,383.0,
outputs-dijsktra-greedy,654.out,946.0,582.0,1528.0,
outputs-dijsktra-greedy,655.out,1896.0,1164.0,3060.0,
outputs-dijsktra-greedy,656.out,178.94425999999999,63.5,242.44425999999999,
outputs-dijsktra-greedy,657.out,20428.0,7854.0,28282.0,
outputs-dijsktra-greedy,658.out,19008.0,6242.0,25250.0,
outputs-dijsktra-greedy,659.out,16090.0,6483.0,22573.0,
outputs-dijsktra-greedy,66.out,152.0,105.0,257.0,
outputs-dijsktra-greedy,660.out,18088.0,33036.0,51124.0,
outputs-dijsktra-greedy,661.out,36178.0,66072.0,102250.0,
outputs-dijsktra-greedy,662.out,6028.0,11012.0,17040.0,
outputs-dijsktra-greedy,663.out,3132.0,22781.0,25913.0,
outputs-dijsktra-greedy,664.out,7555.0,47965.0,55520.0,
outputs-dijsktra-greedy,665.out,3796.0,19383.0,23179.0,
outputs-dijsktra-greedy,666.out,114024277000.38118,65996389237.96185,180020666238.34302,
outputs-dijsktra-greedy,667.out,129504688460.07286,75996202721.02144,205500891181.0943,
outputs-dijsktra-greedy,668.out,82869383491.36757,45997823431.59128,128867206922.95885,
outputs-dijsktra-greedy,669.out,3162.0,2003.0,5165.0,
outputs-dijsktra-greedy,67.out,346.0,176.0,522.0,
outputs-dijsktra-greedy,670.out,5614.0,4203.0,9817.0,
outputs-dijsktra-greedy,671.out,1824.0,1153.0,2977.0,
outputs-dijsktra-greedy,672.out,0.013399999999999974,1474.0,1474.0134,
outputs-dijsktra-greedy,673.out,0.025999999999999898,12902.0,12902.026,
outputs-dijsktra-greedy,674.out,0.005200000000000001,149.0,149.0052,
outputs-dijsktra-greedy,675.out,11.523179999999998,4.49854,16.02172,
outputs-dijsktra-greedy,676.out,25.058320000000002,8.999059999999998,34.05738,
outputs-dijsktra-greedy,677.out,3.6964999999999995,2.62085,6.317349999999999,
outputs-dijsktra-greedy,678.out,655984.6999999998,354004.56000000006,1009989.2599999999,
outputs-dijsktra-greedy,679.out,913576.78,454542.95000000007,1368119.73,
outputs-dijsktra-greedy,68.out,24.0,19.0,43.0,
outputs-dijsktra-greedy,680.out,715184.74,404401.91,1119586.65,
outputs-dijsktra-greedy,681.out,59445850.18800001,34822845.945300005,94268696.1333,
outputs-dijsktra-greedy,682.out,77873499.40300004,45264969.96360001,123138469.36660005,
outputs-dijsktra-greedy,683.out,52437823.61139999,26664182.0634,79102005.6748,
outputs-dijsktra-greedy,684.out,242.17000000000002,132.465,374.635,
outputs-dijsktra-greedy,685.out,224.33400000000006,120.23599999999999,344.57000000000005,
outputs-dijsktra-greedy,686.out,83.48200000000001,45.89,129.372,
outputs-dijsktra-greedy,687.out,1484.0,3153.0,4637.0,
outputs-dijsktra-greedy,688.out,2874.0,5509.0,8383.0,
outputs-dijsktra-greedy,689.out,1218.0,1466.0,2684.0,
outputs-dijsktra-greedy,69.out,12180.0,15900.0,28080.0,
outputs-dijsktra-greedy,690.out,214.0,58.0,272.0,
outputs-dijsktra-greedy,691.out,120.0,61.0,181.0,
outputs-dijsktra-greedy,692.out,116.0,43.0,159.0,
outputs-dijsktra-greedy,693.out,44.0,23.0,67.0,
outputs-dijsktra-greedy,694.out,84.0,43.0,127.0,
outputs-dijsktra-greedy,695.out,22.0,12.0,34.0,
outputs-dijsktra-greedy,699.out,17273.115440000012,2937.0,20210.115440000012,
outputs-dijsktra-greedy,7.out,15151474.296200007,725328.1037,15876802.399900008,
outputs-dijsktra-greedy,70.out,12180.0,15900.0,28080.0,
outputs-dijsktra-greedy,700.out,22902.845980000006,5312.0,28214.845980000006,
outputs-dijsktra-greedy,701.out,9917.270100000002,2994.0,12911.270100000002,
outputs-dijsktra-greedy,702.out,598.0,1700.0,2298.0,
outputs-dijsktra-greedy,703.out,39758.0,2970.0,42728.0,
outputs-dijsktra-greedy,704.out,770210.0,182.0,770392.0,
outputs-dijsktra-greedy,708.out,6.0,4.0,10.0,
outputs-dijsktra-greedy,709.out,16.0,9.0,25.0,
outputs-dijsktra-greedy,71.out,12180.0,15900.0,28080.0,
outputs-dijsktra-greedy,710.out,44.0,13.0,57.0,
outputs-dijsktra-greedy,714.out,531808594.0,1040.0,531809634.0,
outputs-dijsktra-greedy,715.out,635333438.0,1402.0,635334840.0,
outputs-dijsktra-greedy,716.out,392761570.0,909.0,392762479.0,
outputs-dijsktra-greedy,717.out,660.0,834.0,1494.0,
outputs-dijsktra-greedy,718.out,740.0,2743.0,3483.0,
outputs-dijsktra-greedy,719.out,616.0,303.0,919.0,
outputs-dijsktra-greedy,72.out,106.0,42.0,148.0,
outputs-dijsktra-greedy,720.out,40.0,44.0,84.0,
outputs-dijsktra-greedy,721.out,80.0,61.0,141.0,
outputs-dijsktra-greedy,722.out,80.0,60.0,140.0,
outputs-dijsktra-greedy,723.out,656.7726,589.814,1246.5866,
outputs-dijsktra-greedy,724.out,706.3747999999999,680.578,1386.9528,
outputs-dijsktra-greedy,725.out,459.67199999999997,492.71000000000004,952.3820000000001,
outputs-dijsktra-greedy,73.out,710.0,520.0,1230.0,
outputs-dijsktra-greedy,74.out,38.0,28.0,66.0,
outputs-dijsktra-greedy,75.out,3544.0,562.0,4106.0,
outputs-dijsktra-greedy,76.out,7082.0,1129.0,8211.0,
outputs-dijsktra-greedy,77.out,674.0,370.0,1044.0,
outputs-dijsktra-greedy,78.out,47098.0,30975.0,78073.0,
outputs-dijsktra-greedy,79.out,133472.0,74929.0,208401.0,
outputs-dijsktra-greedy,8.out,3509480.1042,175158.8554,3684638.9595999997,
outputs-dijsktra-greedy,80.out,7446.0,4743.0,12189.0,
outputs-dijsktra-greedy,81.out,236.0,99.0,335.0,
outputs-dijsktra-greedy,82.out,440.0,153.0,593.0,
outputs-dijsktra-greedy,83.out,118.0,31.0,149.0,
outputs-dijsktra-greedy,84.out,141777959.8908,738811.0314,142516770.9222,
outputs-dijsktra-greedy,85.out,4080023095.7748027,1493530.1335,4081516625.908303,
outputs-dijsktra-greedy,86.out,41237304.705199994,359328.0271,41596632.73229999,
outputs-dijsktra-greedy,87.out,173.60000000000002,73.0,246.60000000000002,
outputs-dijsktra-greedy,88.out,351.20000000000005,150.0,501.20000000000005,
outputs-dijsktra-greedy,89.out,79.8,29.0,108.8,
outputs-dijsktra-greedy,9.out,209.98000000000005,237.87999999999997,447.86,
outputs-dijsktra-greedy,90.out,1751974.5800000012,300032.0,2052006.5800000012,
outputs-dijsktra-greedy,91.out,3270520.0,3638.0,3274158.0,
outputs-dijsktra-greedy,92.out,669552.92,100015.0,769567.92,
outputs-dijsktra-greedy,93.out,368.0,154.0,522.0,
outputs-dijsktra-greedy,94.out,654.0,353.0,1007.0,
outputs-dijsktra-greedy,95.out,198.0,35.0,233.0,
outputs-dijsktra-greedy,96.out,55349.59999999992,4.799999999999999,55354.39999999992,
outputs-dijsktra-greedy,97.out,37500.0,100.0,37600.0,
outputs-dijsktra-greedy,98.out,9498.400000000007,2.2000000000000006,9500.600000000008,
outputs-dijsktra-greedy,99.out,614.0,327.0,941.0,